Description,Item category,Received Date,Department Name,College Name
Dell PowerEdge Server,computing,2022/11/16,Computer Science,Engineering
Dell PowerEdge Server,computing,2022/11/16,Computer Science,Engineering
Dell PowerEdge Server,computing,2022/11/16,Computer Science,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/16,Computer Science,Engineering
HP COMPUTER DESKTOP,computing,2022/11/16,Computer Science,Engineering
Dell PowerEdge Server,computing,2022/11/16,Computer Science,Engineering
Dell PowerEdge Server,computing,2022/11/16,Computer Science,Engineering
HP LASERJET PRINTER,computing,2022/11/16,Computer Science,Engineering
Samsung LCD Monitor,electronics-av,2022/11/16,Computer Science,Engineering
DELL LCD MONITOR,electronics-av,2022/11/16,Computer Science,Engineering
LG LCD MONITOR,electronics-av,2022/11/16,Computer Science,Engineering
HP Logic Analyzer 1651B,other,2022/11/16,Electrical & Computer Engr,Engineering
Fluke Synthesized Signal Generator 6071A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
HP Function Generator 3311A,other,2022/11/16,Electrical & Computer Engr,Engineering
Fluke Multi-Counter 1911A,other,2022/11/16,Electrical & Computer Engr,Engineering
Fluke Multi-Counter 1911A,other,2022/11/16,Electrical & Computer Engr,Engineering
Fluke Multi-Counter 1911A,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Panasonic Video Monitor WV-5410,electronics-av,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Agilent Oscilloscope 54621A,lab-equipment,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Tektronix Function Generator CFG253,other,2022/11/16,Electrical & Computer Engr,Engineering
Agilent Oscilloscope 54621A,lab-equipment,2022/11/16,Electrical & Computer Engr,Engineering
SONY CRT MONITOR,electronics-av,2022/11/16,Electrical & Computer Engr,Engineering
National CRT Monitor,electronics-av,2022/11/16,Electrical & Computer Engr,Engineering
RCA CRT MONITOR,electronics-av,2022/11/16,Electrical & Computer Engr,Engineering
DELL LCD MONITOR,electronics-av,2022/11/16,Electrical & Computer Engr,Engineering
Thermaltake PurePower 500,other,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Antec Computer Desktop,computing,2022/11/16,Computer Science,Engineering
Brother Laser Printer,computing,2022/11/16,Computer Science,Engineering
Brother Laser Printer,computing,2022/11/16,Computer Science,Engineering
HP LASERJET PRINTER,computing,2022/11/16,Computer Science,Engineering
HP Laserjet 4250 Printer,computing,2022/11/16,Computer Science,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
HP COMPAQ COMPUTER,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
HP COMPAQ COMPUTER,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
HP COMPAQ COMPUTER,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
HP COMPAQ COMPUTER,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
Compaq Presario laptop,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Anthropology,Liberal Arts & Sciences
Branson ultrasonic cleaner,lab-equipment,2022/11/16,Anthropology,Liberal Arts & Sciences
Nikon film scanner,electronics-av,2022/11/16,Anthropology,Liberal Arts & Sciences
NEC LCD MONITOR,electronics-av,2022/11/16,Anthropology,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Anthropology,Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,Anthropology,Liberal Arts & Sciences
HP Photosmart Printer,computing,2022/11/16,Honors College,Honors College
HP Photosmart Printer,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
HP Photosmart Printer,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
HP Photosmart Printer,computing,2022/11/16,Honors College,Honors College
HP LASERJET PRINTER,computing,2022/11/16,Honors College,Honors College
LG LCD MONITOR,electronics-av,2022/11/16,Honors College,Honors College
DELL LCD MONITOR,electronics-av,2022/11/16,Honors College,Honors College
DELL LCD MONITOR,electronics-av,2022/11/16,Honors College,Honors College
DELL LCD MONITOR,electronics-av,2022/11/16,Honors College,Honors College
Lenovo ThinkCentre PC,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Lenovo ThinkCentre PC,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Sony Vaio Laptop,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Canon Laser Printer,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
APPLE LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Portable Air Conditioner,furniture-tables,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LASERJET PRINTER,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
ViewSonic LCD Monitor,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
AOC LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Vizio LCD Monitor,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP COMPUTER DESKTOP,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LASERJET PRINTER,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LASERJET PRINTER,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LASERJET PRINTER,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LASERJET PRINTER,computing,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
HP LCD MONITOR,electronics-av,2022/11/16,Biological Sciences,Liberal Arts & Sciences
Dell Optiplex 9020 PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
MICRON COMPUTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
CYBERPOWER COMPUTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
CYBERPOWER COMPUTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
CYBERPOWER COMPUTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/16,Electrical & Computer Engr,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/16,Electrical & Computer Engr,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/16,Electrical & Computer Engr,Engineering
Dell Optiplex 7010 Computer,computing,2022/11/16,Electrical & Computer Engr,Engineering
Dell Optiplex 960 Computer,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
Lenovo ThinkCentre PC,computing,2022/11/16,Electrical & Computer Engr,Engineering
DELL LASER PRINTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
HP LASERJET PRINTER,computing,2022/11/16,Electrical & Computer Engr,Engineering
APPLE IMAC COMPUTER,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Dell Optiplex GX110 PC,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Lenovo ThinkCentre PC,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Lenovo ThinkCentre PC,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Gamin Nuvi GPS,other,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
LEXMARK LASER PRINTER,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
LEXMARK LASER PRINTER,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
LEXMARK LASER PRINTER,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
LEXMARK LASER PRINTER,computing,2022/11/16,Physiology and Biophysics,Coll Medicine at Chicago - BS
Lenovo Desktop Computer,computing,2022/11/16,UIC Library & Information Services,UIC School of Law
Lenovo Desktop Computer,computing,2022/11/16,UIC Library & Information Services,UIC School of Law
Lenovo ThinkPad Laptop,computing,2022/11/16,UIC Library & Information Services,UIC School of Law
DELL COMPUTER DESKTOP,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Apple Mac Mini Computer,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Dell Optiplex 580 Computer,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Dell Optiplex 580 Desktop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
APPLE IMAC COMPUTER,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
APPLE IMAC COMPUTER,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
HP Pavilion Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
HP Pavilion Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Lenovo ThinkPad Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
Apple MacBook Laptop,computing,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
DELL LCD MONITOR,electronics-av,2022/11/16,"Math, Statistics, & Comp Scnc",Liberal Arts & Sciences
DELL COMPUTER DESKTOP,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
DELL COMPUTER DESKTOP,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
APPLE IMAC COMPUTER,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
Apple Mac Mini Computer,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
Lenovo ThinkCentre PC,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
HP Pavilion Laptop,computing,2022/11/16,Microbiology and Immunology,Coll Medicine at Chicago - BS
American Dynamics Server,other,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell PowerEdge Server,computing,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell PowerEdge Server,computing,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell Ethernet Switch,other,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell Ethernet Switch,other,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell Ethernet Switch,other,2022/11/16,UIC Library & Information Services,UIC School of Law
Dell Ethernet Switch,other,2022/11/16,UIC Library & Information Services,UIC School of Law
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
table,furniture-tables,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
table,furniture-tables,2022/11/16,Student Financial Aid,VP Enrollment Management
table,furniture-tables,2022/11/16,Student Financial Aid,VP Enrollment Management
table,furniture-tables,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
stool,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
stool,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
chair,furniture-seating,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 990 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 7040 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 990 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 3011 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 7040 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 9020 PC,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
Dell Optiplex 7040 Computer,computing,2022/11/16,Student Financial Aid,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/16,Student Financial Aid,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/16,Student Financial Aid,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/16,Student Financial Aid,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/16,Student Financial Aid,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/16,Student Financial Aid,VP Enrollment Management
Office Chair On Wheels,furniture-seating,2022/11/16,Discovery Partners Institute,Vice Pres Econ Dev and Innov
Dell Optiplex 780 Computer,computing,2022/11/17,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 780 Computer,computing,2022/11/17,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 780 Computer,computing,2022/11/17,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/17,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/17,Strat Rec Outreach,VP Enrollment Management
Dell Latitude Laptop,computing,2022/11/17,Student Financial Aid,VP Enrollment Management
Dell Latitude 5490 Laptop,computing,2022/11/17,Student Financial Aid,VP Enrollment Management
Dell Latitude 7290 Laptop,computing,2022/11/17,Student Financial Aid,VP Enrollment Management
HP LASERJET PRINTER,computing,2022/11/17,Student Financial Aid,VP Enrollment Management
APPLE IMAC COMPUTER,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE IMAC COMPUTER,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE IMAC COMPUTER,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Optiplex 780 Computer,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Optiplex GX520 Computer,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Optiplex 790 Computer,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Acer M3970 Computer,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
IBM Lexmark Typewriter,other,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
ViewSonic LCD Monitor,electronics-av,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP LCD MONITOR,electronics-av,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Viewsonic PJ551 Projector,electronics-av,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Office Chair On Wheels,furniture-seating,2022/11/17,Discovery Partners Institute,Vice Pres Econ Dev and Innov
METAL DESK,furniture-tables,2022/11/17,Biomedical Eng - Engineering,Engineering
GLASS DRY ERASE BOARD 4X3 FEET,decor-accessories,2022/11/17,Biomedical Eng - Engineering,Engineering
METAL STOOL,furniture-seating,2022/11/17,Biomedical Eng - Engineering,Engineering
2X METAL BANNER HOLDERS,other,2022/11/17,Biomedical Eng - Engineering,Engineering
DELL INSPIRON PC,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
ASUS ESSENTIO PC,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
GENERIC COMPUTER,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
GENERIC COMPUTER,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
ASUS ESSENTIO PC,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
GATEWAY COMPUTER,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
DELL COMPUTER DESKTOP,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
DELL LATITUDE E6540 LAPTOP,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
DELL INSPIRON LAPTOP,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
BROTHER LASER PRINTER,computing,2022/11/17,Biomedical Eng - Engineering,Engineering
DELL LCD MONITOR,electronics-av,2022/11/17,Biomedical Eng - Engineering,Engineering
HANNSG LCD MONITOR,electronics-av,2022/11/17,Biomedical Eng - Engineering,Engineering
APPLE IMAC COMPUTER,computing,2022/11/17,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex 390 Computer,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
Dell Optiplex 3010 Computer,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
Dell Optiplex 5050 Computer,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
Lenovo ThinkPad X1 Carbon,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
APPLE LCD MONITOR,electronics-av,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
DELL DIMENSION 9200 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 790 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 755 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 7050 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 7010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 7010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 9020 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 7010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 9020 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 9020 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 9020 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell OptiPlex 990 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 790 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 790 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 790 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 9010 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 780 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 780 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 780 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL OPTIPLEX 7050 PC,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
Dell Optiplex 755 Computer,computing,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
DELL LCD MONITOR,electronics-av,2022/11/28,Strat Rec Outreach,VP Enrollment Management
HP EliteBook 840 Laptop,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
HP Elitebook 8440P Laptop,computing,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
DELL LCD MONITOR,electronics-av,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
PLANAR LCD MONITOR,electronics-av,2022/11/28,Student Transition and Conncts,Vice Chanc for Student Affairs
Large Table,furniture-tables,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
Dell Optiplex 380 Computer,computing,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
Dell Optiplex 980 Computer,computing,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
Dell OptiPlex 390 Computer,computing,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
DELL OPTIPLEX 3050 PC,computing,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
Dell Optiplex 380 Computer,computing,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
DELL LCD MONITOR,electronics-av,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
DELL LCD MONITOR,electronics-av,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
DELL LCD MONITOR,electronics-av,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
