Description,Item Category,Date of Retrieval,Department Name,College Name
Rolling Podium,computing,2023/12/14,Philosophy,Liberal Arts & Sciences
Storage Cabinet 78x36x18,furniture-storage,2023/12/14,IL Sustainable Technology Ctr,OVCRI Institutes
Rolling File Cabinet,furniture-storage,2023/12/14,Military Science,Armed Forces
Rolling Chair,furniture-seating,2023/12/14,Military Science,Armed Forces
Dell Monitor U2414Hb,electronics-av,2023/12/14,Military Science,Armed Forces
Table 48x30,furniture-tables,2023/12/14,Military Science,Armed Forces
Table 36x30,furniture-tables,2023/12/14,Military Science,Armed Forces
Dell Latitude 5480,computing,2023/12/14,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2023/12/14,Materials Science & Engineerng,Grainger Engineering
LG Monitor,electronics-av,2023/12/14,Materials Science & Engineerng,Grainger Engineering
Rolling Chair,furniture-seating,2023/12/15,IL Natural History Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2023/12/15,IL State Water Survey,OVCRI Institutes
Bookcase 78x36,furniture-storage,2023/12/15,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
end table wglass top,furniture-tables,2023/12/20,Pathobiology,Veterinary Medicine
end table wglass top,furniture-tables,2023/12/20,Pathobiology,Veterinary Medicine
Apple A1419 iMac,computing,2023/12/20,Pathobiology,Veterinary Medicine
Apple A1419 iMac,computing,2023/12/20,Pathobiology,Veterinary Medicine
Dell Latitude 7290,computing,2023/12/20,Chemistry,Liberal Arts & Sciences
MacBook Pro A1706,computing,2023/12/20,Chemistry,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2023/12/20,Biochemistry,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2023/12/20,Biochemistry,Liberal Arts & Sciences
ViewSonic Monitor,electronics-av,2023/12/20,Biochemistry,Liberal Arts & Sciences
end table wglass top,furniture-tables,2023/12/20,English,Liberal Arts & Sciences
Apple A1419 iMac,computing,2023/12/20,Cell & Developmental Biology,Liberal Arts & Sciences
Dell P2312HT Monitor,electronics-av,2023/12/20,Cell & Developmental Biology,Liberal Arts & Sciences
Lenovo Monitor,electronics-av,2023/12/20,Cell & Developmental Biology,Liberal Arts & Sciences
Dell P2312HT Monitor,electronics-av,2023/12/20,Cell & Developmental Biology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/12/20,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/12/20,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/12/20,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Samsung S24E650 Monitor,electronics-av,2023/12/20,Chemical & Biomolecular Engr,Liberal Arts & Sciences
CS4343 dragon tablet,computing,2023/12/20,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Folding Table 6',furniture-tables,2023/12/20,Bldg Maintenance Crafts/Trades,Facilities
Rolling Chair,furniture-seating,2023/12/20,Bldg Maintenance Crafts/Trades,Facilities
Rolling Chair,furniture-seating,2023/12/20,Bldg Maintenance Crafts/Trades,Facilities
Storage Cabinet 78x36x18,furniture-storage,2023/12/20,Bldg Maintenance Crafts/Trades,Facilities
Dell Latitude 5480,computing,2023/12/20,Mechanical Sci & Engineering,Grainger Engineering
end table wglass top,furniture-tables,2023/12/20,Disability Res & Educ Svcs,Applied Health Sciences
end table wglass top,furniture-tables,2023/12/20,Disability Res & Educ Svcs,Applied Health Sciences
chair,furniture-seating,2023/12/20,Disability Res & Educ Svcs,Applied Health Sciences
Storage Cabinet 78x30x18,furniture-storage,2023/12/21,Veterinary Teaching Hospital,Veterinary Medicine
3 Drawer Lateral Cabinet,furniture-storage,2023/12/21,Aerospace Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2023/12/21,Aerospace Engineering,Grainger Engineering
Metal Cabinet 30Lx18Dx28H,furniture-storage,2023/12/21,Educational Psychology,Education
8FT x 4FT WOOD TABLE,furniture-tables,2023/12/21,Educational Psychology,Education
Bookcase 6'x3',furniture-storage,2023/12/21,Educational Psychology,Education
Storage Cabinet 66x2'x2',furniture-storage,2023/12/21,Educational Psychology,Education
Storage Cabinet 66x2'x2',furniture-storage,2023/12/21,Educational Psychology,Education
Sony 55 TV,electronics-av,2023/12/21,Educational Psychology,Education
Table 36x30,furniture-tables,2023/12/21,Educational Psychology,Education
Table 36x30,furniture-tables,2023/12/21,Educational Psychology,Education
Microsoft Surface 1796,computing,2023/12/21,Philosophy,Liberal Arts & Sciences
2 drawer lateral cabinet,furniture-storage,2023/12/21,Philosophy,Liberal Arts & Sciences
chair,furniture-seating,2023/12/21,Philosophy,Liberal Arts & Sciences
chair,furniture-seating,2023/12/21,Philosophy,Liberal Arts & Sciences
chair,furniture-seating,2023/12/21,Philosophy,Liberal Arts & Sciences
chair,furniture-seating,2023/12/21,Philosophy,Liberal Arts & Sciences
Lenovo X1 Carbon,computing,2023/12/21,Philosophy,Liberal Arts & Sciences
Memorex TVVCR combination,electronics-av,2023/12/21,Information Sciences,School of Information Sciences
Bookcase 42x36,furniture-storage,2024/1/2,IL Natural History Survey,OVCRI Institutes
Rolling File Cabinet,furniture-storage,2024/1/2,IL Natural History Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2024/1/2,Facility Scheduling Logistics,VC Admin and Operations
Rolling Chair,furniture-seating,2024/1/2,Facility Scheduling Logistics,VC Admin and Operations
Rolling Chair,furniture-seating,2024/1/2,Facility Scheduling Logistics,VC Admin and Operations
Rolling Chair,furniture-seating,2024/1/2,Facility Scheduling Logistics,VC Admin and Operations
Dell Monitor,electronics-av,2024/1/2,Facility Scheduling Logistics,VC Admin and Operations
Table 48x18,furniture-tables,2024/1/4,Building Operation,Facilities
CYBERPOWER PC,computing,2024/1/4,Theatre,Fine & Applied Arts
Apple A1419 iMac,computing,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
Apple iMac A2116,computing,2024/1/4,Mechanical Sci & Engineering,Grainger Engineering
VariDesk,furniture-tables,2024/1/8,Finance,Gies College of Business
Round Table 42,furniture-tables,2024/1/8,The Career Center,VC Student Affairs
chair,furniture-seating,2024/1/8,IL State Archaeological Survey,OVCRI Institutes
wood bookcase 5',furniture-storage,2024/1/8,IL State Archaeological Survey,OVCRI Institutes
stand-up desk,furniture-tables,2024/1/8,IL State Archaeological Survey,OVCRI Institutes
wood bookcase 7'x3',furniture-storage,2024/1/8,IL State Archaeological Survey,OVCRI Institutes
VariDesk,furniture-tables,2024/1/8,IL State Archaeological Survey,OVCRI Institutes
tablet arm-desk chair,computing,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
tablet arm-desk chair,computing,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
tablet arm-desk chair,computing,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
tablet arm-desk chair,computing,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
Rolling Chair,furniture-seating,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
Rolling Chair,furniture-seating,2024/1/9,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
Rolling Chair,furniture-seating,2024/1/9,Veterinary Diagnostic Lab,Veterinary Medicine
Rolling Chair,furniture-seating,2024/1/9,Veterinary Diagnostic Lab,Veterinary Medicine
Apple iPad A1893,computing,2024/1/9,Mechanical Sci & Engineering,Grainger Engineering
Lenovo laptop,computing,2024/1/9,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/1/9,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/10,Bioengineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/10,Bioengineering,Grainger Engineering
Dell Monitor 2009Wt,electronics-av,2024/1/10,Bioengineering,Grainger Engineering
Acer Monitor,electronics-av,2024/1/10,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Dell Monitor,electronics-av,2024/1/10,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Dell Monitor,electronics-av,2024/1/10,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Dell Optiplex 7050,computing,2024/1/10,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Dell Optiplex 7050,computing,2024/1/10,Chemistry,Liberal Arts & Sciences
Samsung S24C450 Monitor,electronics-av,2024/1/10,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/1/10,Mechanical Sci & Engineering,Grainger Engineering
iMac 27,computing,2024/1/10,Mechanical Sci & Engineering,Grainger Engineering
wood bookcase 5',furniture-storage,2024/1/10,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 7490,computing,2024/1/10,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/10,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/10,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Monitor,electronics-av,2024/1/10,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Storage cabinet 66x36x18,furniture-storage,2024/1/11,Engineering Administration,Grainger Engineering
4 drawer file cabinet,furniture-storage,2024/1/11,Housing Division,Auxiliary Units
Dell Optiplex 7040,computing,2024/1/11,Bioengineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/11,Bioengineering,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/11,Bioengineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/11,Bioengineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/11,Bioengineering,Grainger Engineering
Optiplex 7040 3.2GHZ i5-6500 Quad1x8GB180GB SSHD  R74660,computing,2024/1/11,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
ThinkCentre M93P 10A6,computing,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Dell Monitor,electronics-av,2024/1/11,Siebel School Comp & Data Sci,Grainger Engineering
Table 72x30,furniture-tables,2024/1/11,Statistics,Liberal Arts & Sciences
Table 72x30,furniture-tables,2024/1/11,Theatre,Fine & Applied Arts
HP Monitor,electronics-av,2024/1/11,Theatre,Fine & Applied Arts
Dell U2412M6 Monitor,electronics-av,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
MacBook Pro A1706,computing,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
HP Monitor,electronics-av,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 7490,computing,2024/1/11,Mechanical Sci & Engineering,Grainger Engineering
Wood Chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
Wood Chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
chair,furniture-seating,2024/1/12,Krannert Center,Fine & Applied Arts
Dell Optiplex 7040,computing,2024/1/12,Chemistry,Liberal Arts & Sciences
Lenovo E2223 Monitor,electronics-av,2024/1/12,Chemistry,Liberal Arts & Sciences
Wood Desk L-shape,furniture-tables,2024/1/18,Aerospace Engineering,Grainger Engineering
Desk 60x30,furniture-tables,2024/1/18,Aerospace Engineering,Grainger Engineering
Desk 60x30,furniture-tables,2024/1/18,Aerospace Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/18,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/18,Mechanical Sci & Engineering,Grainger Engineering
hp laserjet printer,computing,2024/1/18,Mechanical Sci & Engineering,Grainger Engineering
Table 4'x2',furniture-tables,2024/1/19,Chemistry,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2024/1/23,Civil & Environmental Eng,Grainger Engineering
Dell Monitor,electronics-av,2024/1/23,Civil & Environmental Eng,Grainger Engineering
Storage Cabinet 42x36x18,furniture-storage,2024/1/23,Veterinary Teaching Hospital,Veterinary Medicine
Rolling File Cabinet,furniture-storage,2024/1/23,Housing Division,Auxiliary Units
Rolling File Cabinet,furniture-storage,2024/1/23,Housing Division,Auxiliary Units
Table 5' rolling,furniture-tables,2024/1/23,Housing Division,Auxiliary Units
Asus Monitor,electronics-av,2024/1/23,Pathobiology,Veterinary Medicine
ASUS monitor,electronics-av,2024/1/23,Pathobiology,Veterinary Medicine
Dell Monitor,electronics-av,2024/1/23,Pathobiology,Veterinary Medicine
HP Deskjet F4280 All-in-One Printer Scanner Copier,computing,2024/1/23,Pathobiology,Veterinary Medicine
Dell Monitor,electronics-av,2024/1/23,Pathobiology,Veterinary Medicine
Folding Table 5',furniture-tables,2024/1/23,Intercollegiate Athletics,Div Intercollegiate Athletics
Dell Optiplex 7050,computing,2024/1/23,Bioengineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/23,Bioengineering,Grainger Engineering
Dell Latitude 5590,computing,2024/1/23,Industrial&Enterprise Sys Eng,Grainger Engineering
Dell Latitude 7280,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 7490,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 5490,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 5590,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 5480,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 5480,computing,2024/1/23,Siebel School Comp & Data Sci,Grainger Engineering
Stacking Chair,furniture-seating,2024/1/23,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Stacking Chair,furniture-seating,2024/1/23,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
3 Drawer Lateral Cabinet,furniture-storage,2024/1/23,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Dell Precision 3430,computing,2024/1/23,IL State Archaeological Survey,OVCRI Institutes
ASUS Monitor,electronics-av,2024/1/23,IL State Archaeological Survey,OVCRI Institutes
Dell Optiplex 7040,computing,2024/1/23,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/1/23,Chemical & Biomolecular Engr,Liberal Arts & Sciences
File Cabinet,furniture-storage,2024/1/23,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Bookcase 42x36,furniture-storage,2024/1/23,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Bookcase 42x36,furniture-storage,2024/1/23,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2024/1/23,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Table 72x30,furniture-tables,2024/1/23,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
mac mini,computing,2024/1/23,Mechanical Sci & Engineering,Grainger Engineering
LCD,electronics-av,2024/1/23,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/23,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/23,Mechanical Sci & Engineering,Grainger Engineering
Small Brown Table,furniture-tables,2024/1/23,Latina/Latino Studies,Liberal Arts & Sciences
Wood Cabinet,furniture-storage,2024/1/23,Latina/Latino Studies,Liberal Arts & Sciences
Dell Latitude 5590,computing,2024/1/24,Prairie Research Institute,OVCRI Institutes
Lenovo E2223 Monitor,electronics-av,2024/1/24,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/1/24,Crop Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2024/1/24,Crop Sciences,"Agr, Consumer & Env Sciences"
Dell Optiplex 7040,computing,2024/1/24,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/1/24,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/1/26,IL State Archaeological Survey,OVCRI Institutes
Dell Monitor P2217HB,electronics-av,2024/1/26,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/26,Mechanical Sci & Engineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/26,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 5490,computing,2024/1/26,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/1/26,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Latitude 7400,computing,2024/1/29,Coordinated Science Lab,Grainger Engineering
Dell Optiplex 7050,computing,2024/1/29,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/1/29,Chemistry,Liberal Arts & Sciences
Oval table,furniture-tables,2024/1/29,Center Innov in Teach Learn,Center Innov in Teach Learn
Optiplex 7040,computing,2024/1/29,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2024/1/29,Mechanical Sci & Engineering,Grainger Engineering
HP EliteBook 840,computing,2024/1/29,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 5580,computing,2024/1/29,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Bookcase,furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Bookcase,furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Chair,furniture-seating,2024/1/31,Sociology,Liberal Arts & Sciences
Chair,furniture-seating,2024/1/31,Sociology,Liberal Arts & Sciences
Bookcase,furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Bookcase 7'x3',furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Bookcase 42x36,furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Table 6' Rolling,furniture-tables,2024/1/31,Sociology,Liberal Arts & Sciences
Bookcase 42x36,furniture-storage,2024/1/31,Sociology,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2024/1/31,Chemistry,Liberal Arts & Sciences
ViewSonic Monitor,electronics-av,2024/1/31,Chemistry,Liberal Arts & Sciences
Dell Optiplex 7050,computing,2024/1/31,Chemistry,Liberal Arts & Sciences
Asus Monitor,electronics-av,2024/1/31,Chemistry,Liberal Arts & Sciences
Chair,furniture-seating,2024/1/31,Educational Psychology,Education
Chair,furniture-seating,2024/1/31,Educational Psychology,Education
Chair,furniture-seating,2024/1/31,Crop Sciences,"Agr, Consumer & Env Sciences"
Chair,furniture-seating,2024/1/31,Crop Sciences,"Agr, Consumer & Env Sciences"
Chair,furniture-seating,2024/1/31,Crop Sciences,"Agr, Consumer & Env Sciences"
HP Monitor,electronics-av,2024/1/31,Comparative Biosciences,Veterinary Medicine
wood bookcase 7',furniture-storage,2024/1/31,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
wood bookcase 7',furniture-storage,2024/1/31,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Dell Latitude E5570,computing,2024/1/31,Mechanical Sci & Engineering,Grainger Engineering
Apple iMac A1419,computing,2024/1/31,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/31,Mechanical Sci & Engineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/31,Mechanical Sci & Engineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/31,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2024/1/31,Materials Science & Engineerng,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/1/31,Materials Science & Engineerng,Grainger Engineering
Asus Monitor,electronics-av,2024/1/31,Materials Science & Engineerng,Grainger Engineering
Dell Latitude 7280,computing,2024/1/31,Materials Science & Engineerng,Grainger Engineering
Table 5' rolling,furniture-tables,2024/1/31,Student Financial Aid-Admin,Provost & Executive VC
Table 5' rolling,furniture-tables,2024/1/31,Student Financial Aid-Admin,Provost & Executive VC
Table 5' rolling,furniture-tables,2024/1/31,Student Financial Aid-Admin,Provost & Executive VC
Table 5' rolling,furniture-tables,2024/1/31,Student Financial Aid-Admin,Provost & Executive VC
Dell Latitude 7490,computing,2024/1/31,French and Italian,Liberal Arts & Sciences
Apple iMac A2116,computing,2024/1/31,French and Italian,Liberal Arts & Sciences
Bookcase,furniture-storage,2024/1/31,Instit of Govt & Pub Affs,Exec VP & VP Academic Affairs
Chair,furniture-seating,2024/2/1,Animal Sciences,"Agr, Consumer & Env Sciences"
Chair,furniture-seating,2024/2/1,Animal Sciences,"Agr, Consumer & Env Sciences"
round table 3',furniture-tables,2024/2/1,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell P2417H Monitor,electronics-av,2024/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7050,computing,2024/2/2,Civil & Environmental Eng,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/2/2,Civil & Environmental Eng,Grainger Engineering
Bookcase 7'x3',furniture-storage,2024/2/2,Psychology,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2024/2/2,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/2,Mechanical Sci & Engineering,Grainger Engineering
HP Deskjet F4280 All-in-One Printer Scanner Copier,computing,2024/2/2,Mechanical Sci & Engineering,Grainger Engineering
dell monitor,electronics-av,2024/2/2,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/2,Mechanical Sci & Engineering,Grainger Engineering
Lenovo E2223 Monitor,electronics-av,2024/2/5,Psychology,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2024/2/6,Materials Science & Engineerng,Grainger Engineering
Samsung Display,electronics-av,2024/2/7,Pathobiology,Veterinary Medicine
Samsung Display,electronics-av,2024/2/7,Pathobiology,Veterinary Medicine
Dell Optiplex 7050,computing,2024/2/7,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2024/2/7,Chemistry,Liberal Arts & Sciences
Dell Latitude 5590,computing,2024/2/7,Chemistry,Liberal Arts & Sciences
Dell E2416Hb Monitor,electronics-av,2024/2/7,IPM Administration,College of Media
Dell Monitor,electronics-av,2024/2/7,IPM Administration,College of Media
Dell Latitude,computing,2024/2/7,IPM Administration,College of Media
Dell Latitude 7480,computing,2024/2/7,IPM Administration,College of Media
MacBook Pro A1708,computing,2024/2/7,English,Liberal Arts & Sciences
Apple A1419 iMac,computing,2024/2/7,English,Liberal Arts & Sciences
Dell Latitude 5480,computing,2024/2/7,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
Dell Monitor,electronics-av,2024/2/7,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/7,Aerospace Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/7,IL State Water Survey,OVCRI Institutes
HP Monitor,electronics-av,2024/2/7,IL State Water Survey,OVCRI Institutes
Optiplex 7040,computing,2024/2/7,Crop Sciences,"Agr, Consumer & Env Sciences"
HP Monitor,electronics-av,2024/2/7,Crop Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2024/2/7,Crop Sciences,"Agr, Consumer & Env Sciences"
MacBook Pro A1708,computing,2024/2/7,Comparative Biosciences,Veterinary Medicine
L shaped Wood Desk,furniture-tables,2024/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2024/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell U2412Mb Monitor,electronics-av,2024/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 7400,computing,2024/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E5570,computing,2024/2/7,Mechanical Sci & Engineering,Grainger Engineering
Asus Monitor,electronics-av,2024/2/7,Materials Science & Engineerng,Grainger Engineering
Bookcase 7'x3',furniture-storage,2024/2/8,IL Natural History Survey,OVCRI Institutes
Bookcase 7'x3',furniture-storage,2024/2/8,IL Natural History Survey,OVCRI Institutes
Bookcase 7'x3',furniture-storage,2024/2/8,IL Natural History Survey,OVCRI Institutes
Bookcase 78x36,furniture-storage,2024/2/8,IL Natural History Survey,OVCRI Institutes
Conference Table 10'x4',furniture-tables,2024/2/8,IL Natural History Survey,OVCRI Institutes
Table 60x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Table 72x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Table 48x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Table 48x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Desk 60x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Desk 60x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Desk 60x30,furniture-tables,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
Dell Monitor,electronics-av,2024/2/8,Industrial&Enterprise Sys Eng,Grainger Engineering
