Description,Item Category,Date of Retrieval,Department Name,College Name
Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Stacking Chair,furniture-seating,2022/8/2,University Laboratory HS,Provost & Executive VC
Dell Monitor,electronics-av,2022/8/2,Beckman Institute,OVCRI Institutes
DELL OPTIPLEX 7440,computing,2022/8/2,Chemistry,Liberal Arts & Sciences
Apple iPad A1458,computing,2022/8/2,Chemistry,Liberal Arts & Sciences
Dell P2412Hb Monitor,electronics-av,2022/8/2,Chemistry,Liberal Arts & Sciences
APPLE 13 INCH MACBOOK PRO,computing,2022/8/2,Chemistry,Liberal Arts & Sciences
Samsung 24 Monitor,electronics-av,2022/8/2,Chemistry,Liberal Arts & Sciences
HP Z4 Core i7,computing,2022/8/2,Chemistry,Liberal Arts & Sciences
Lenovo ThinkPad T560,computing,2022/8/2,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2022/8/2,Industrial&Enterprise Sys Eng,Grainger Engineering
Rolling Chair,furniture-seating,2022/8/2,Vet Medicine Administration,Veterinary Medicine
Dell monitor,electronics-av,2022/8/2,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
MacBook Pro A1706,computing,2022/8/2,Health and Kinesiology,Applied Health Sciences
Dell Monitor,electronics-av,2022/8/2,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell U2312HMt Monitor,electronics-av,2022/8/2,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/8/2,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell 2407WFPb Monitor,electronics-av,2022/8/2,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell E2210f Monitor,electronics-av,2022/8/2,Molecular & Integrative Physl,Liberal Arts & Sciences
Veridesk,furniture-tables,2022/8/2,Speech & Hearing Science,Applied Health Sciences
Apple iPad A1474,computing,2022/8/2,Air Force Aerospace Studies,Armed Forces
Apple iPad A1474,computing,2022/8/2,Air Force Aerospace Studies,Armed Forces
Apple iPad A1474,computing,2022/8/2,Air Force Aerospace Studies,Armed Forces
Dell Optiplex 9020,computing,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Round Rolling Table 30,furniture-tables,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Table 30x18,furniture-tables,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell OptiPlex 7440,computing,2022/8/2,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Lenovo Think Pad T450S,computing,2022/8/2,Mechanical Sci & Engineering,Grainger Engineering
MacBook Pro A1398,computing,2022/8/2,Mechanical Sci & Engineering,Grainger Engineering
Asus monitor,electronics-av,2022/8/2,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
MacBook Air A1466,computing,2022/8/2,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Viewsonic Monitor,electronics-av,2022/8/2,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Rolling Chair,furniture-seating,2022/8/3,Beckman Institute,OVCRI Institutes
Dell Optiplex 9020,computing,2022/8/3,Beckman Institute,OVCRI Institutes
Samsung Monitor,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
HP Monitor,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
MONITOR,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
Acer Monitor,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
Dell Monitor,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
Dell Monitor,electronics-av,2022/8/3,Beckman Institute,OVCRI Institutes
APPLE 13 INCH MACBOOK PRO,computing,2022/8/3,IPM Administration,College of Media
Dell Latitude 7280,computing,2022/8/3,IPM Administration,College of Media
HP Workstation Z4,computing,2022/8/3,IPM Administration,College of Media
HP Z4 Core i7,computing,2022/8/3,IPM Administration,College of Media
Office Chair,furniture-seating,2022/8/3,Building Operation,Facilities
Rolling Chair,furniture-seating,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Table 48x18,furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Table 48x18,furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Table 60x30,furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Table 60x30,furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
4 Drawer Lateral Cabinet,furniture-storage,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Folding Table 5',furniture-tables,2022/8/3,IL State Archaeological Survey,OVCRI Institutes
Dell Monitor,electronics-av,2022/8/3,Special Education,Education
MacBook Pro A1502,computing,2022/8/3,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Apple 27 iMac,computing,2022/8/3,Chemical & Biomolecular Engr,Liberal Arts & Sciences
lg monitor,electronics-av,2022/8/3,Architecture,Fine & Applied Arts
Dell P2412Hb Monitor,electronics-av,2022/8/3,Architecture,Fine & Applied Arts
Dell Monitor,electronics-av,2022/8/3,Architecture,Fine & Applied Arts
Dell U2412Mc Monitor,electronics-av,2022/8/3,Architecture,Fine & Applied Arts
Dell Optiplex 7050,computing,2022/8/3,Materials Science & Engineerng,Grainger Engineering
HP Z4 Core i7,computing,2022/8/3,Materials Science & Engineerng,Grainger Engineering
Dell P2213f Monitor,electronics-av,2022/8/3,Materials Science & Engineerng,Grainger Engineering
Dell P2213t Monitor,electronics-av,2022/8/3,Materials Science & Engineerng,Grainger Engineering
Apple 27 iMac Core i7,computing,2022/8/4,Cooperative Extension,"Agr, Consumer & Env Sciences"
Apple iMac 27,computing,2022/8/4,Cooperative Extension,"Agr, Consumer & Env Sciences"
Apple iPad A1475,computing,2022/8/5,E. Asian Languages & Cultures,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/5,E. Asian Languages & Cultures,Liberal Arts & Sciences
MacBook Pro A1706,computing,2022/8/5,Architecture,Fine & Applied Arts
Dell Monitor,electronics-av,2022/8/5,Materials Science & Engineerng,Grainger Engineering
Lenovo ThinkCentre M710s,computing,2022/8/5,Materials Science & Engineerng,Grainger Engineering
Stacking Chair,furniture-seating,2022/8/5,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Stacking Chair,furniture-seating,2022/8/5,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Monitor,electronics-av,2022/8/8,Physics,Grainger Engineering
Bookcase 12x36x78,furniture-storage,2022/8/8,Division of Campus Recreation,Auxiliary Units
Bookcase,furniture-storage,2022/8/8,Division of Campus Recreation,Auxiliary Units
Bookcase,furniture-storage,2022/8/8,Division of Campus Recreation,Auxiliary Units
Bookcase,furniture-storage,2022/8/8,Division of Campus Recreation,Auxiliary Units
Apple 27 iMac,computing,2022/8/8,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/8,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Dell Optiplex 9020,computing,2022/8/8,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/8/8,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Table 4'x2',furniture-tables,2022/8/8,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Macbook Air A1465,computing,2022/8/8,Architecture,Fine & Applied Arts
Bookcase,furniture-storage,2022/8/8,Architecture,Fine & Applied Arts
MacBook Air,computing,2022/8/8,Mechanical Sci & Engineering,Grainger Engineering
MacBook Pro A1706,computing,2022/8/8,Mechanical Sci & Engineering,Grainger Engineering
HP Workstation Z440,computing,2022/8/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/8,Mechanical Sci & Engineering,Grainger Engineering
Table 50x20,furniture-tables,2022/8/9,Fine & Applied Arts Admin,Fine & Applied Arts
Wood Bookcase 6',furniture-storage,2022/8/9,Fine & Applied Arts Admin,Fine & Applied Arts
Wood Bookcase 6',furniture-storage,2022/8/9,Fine & Applied Arts Admin,Fine & Applied Arts
Rolling Chair,furniture-seating,2022/8/9,Division of Public Safety,VC Admin and Operations
Rolling Chair,furniture-seating,2022/8/9,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2022/8/9,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2022/8/9,Division of Public Safety,VC Admin and Operations
Dell E2211Hb Monitor,electronics-av,2022/8/9,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
MONITOR,electronics-av,2022/8/9,Materials Science & Engineerng,Grainger Engineering
Dell Optiplex 7040,computing,2022/8/9,Materials Science & Engineerng,Grainger Engineering
Dell Monitor,electronics-av,2022/8/9,Materials Science & Engineerng,Grainger Engineering
Apple iMac 27,computing,2022/8/10,Cell & Developmental Biology,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/10,Cell & Developmental Biology,Liberal Arts & Sciences
APPLE 27 iMac,computing,2022/8/10,Cell & Developmental Biology,Liberal Arts & Sciences
MacBook Pro A1502,computing,2022/8/10,Germanic Languages & Lit,Liberal Arts & Sciences
Table 6'x3',furniture-tables,2022/8/11,University Laboratory HS,Provost & Executive VC
2 drawer file cabinet,furniture-storage,2022/8/11,University Laboratory HS,Provost & Executive VC
File cabinet,furniture-storage,2022/8/11,Intercollegiate Athletics,Div Intercollegiate Athletics
5 Drawer Lateral Cabinet,furniture-storage,2022/8/11,Intercollegiate Athletics,Div Intercollegiate Athletics
5 Drawer File Cabinet,furniture-storage,2022/8/11,Intercollegiate Athletics,Div Intercollegiate Athletics
Dell Optiplex 9020,computing,2022/8/11,Chemistry,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/11,Art & Design,Fine & Applied Arts
Apple iMac 27,computing,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/11,Art & Design,Fine & Applied Arts
Storage Cabinet 78x36x18,furniture-storage,2022/8/11,Energy Services Administration,Energy Services
Storage Cabinet 72x30x15,furniture-storage,2022/8/11,Energy Services Administration,Energy Services
Dell Optiplex 9020,computing,2022/8/11,Mechanical Sci & Engineering,Grainger Engineering
MacBook Pro A1706,computing,2022/8/12,Architecture,Fine & Applied Arts
APPLE MACBOOK PRO 13 INCH LAPTOP,computing,2022/8/12,Architecture,Fine & Applied Arts
MICROSOFT SURFACE PRO,computing,2022/8/12,Architecture,Fine & Applied Arts
Table 3'x2',furniture-tables,2022/8/16,Mathematics,Liberal Arts & Sciences
bookcase 36x12x78,furniture-storage,2022/8/16,Intercollegiate Athletics,Div Intercollegiate Athletics
Desk 60x30,furniture-tables,2022/8/16,Intercollegiate Athletics,Div Intercollegiate Athletics
L shape desk,furniture-tables,2022/8/16,Intercollegiate Athletics,Div Intercollegiate Athletics
INFOCUS Projector,electronics-av,2022/8/16,Plant Biology,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Stacking Chair,furniture-seating,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Stacking Chair,furniture-seating,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Stacking Chair,furniture-seating,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Stacking Chair,furniture-seating,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Table 72x30 Wood,furniture-tables,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Table 72x30 Wood,furniture-tables,2022/8/16,Vet Clinical Medicine,Veterinary Medicine
Dell Monitor,electronics-av,2022/8/16,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/16,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/16,Aerospace Engineering,Grainger Engineering
Apple iMac,computing,2022/8/16,Educational Psychology,Education
Chair,furniture-seating,2022/8/16,Educational Psychology,Education
Chair,furniture-seating,2022/8/16,Educational Psychology,Education
Studer A807 Reel to Reel deck,electronics-av,2022/8/16,Library Collections/Support,University Library
2 drawer file cabinet,furniture-storage,2022/8/16,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Dell Optiplex 7050,computing,2022/8/16,Mechanical Sci & Engineering,Grainger Engineering
DellUltraSharp U2412,computing,2022/8/16,Materials Science & Engineerng,Grainger Engineering
Asus VN247 Monitor,electronics-av,2022/8/16,Materials Science & Engineerng,Grainger Engineering
Dell 1909Wf Monitor,electronics-av,2022/8/16,Materials Science & Engineerng,Grainger Engineering
Samsung Monitor,electronics-av,2022/8/16,Materials Science & Engineerng,Grainger Engineering
Dell Monitor,electronics-av,2022/8/16,Materials Science & Engineerng,Grainger Engineering
HP Workstation Z440,computing,2022/8/16,Materials Science & Engineerng,Grainger Engineering
Apple iMac 27,computing,2022/8/16,Materials Science & Engineerng,Grainger Engineering
MacBook Pro A1398,computing,2022/8/16,Materials Science & Engineerng,Grainger Engineering
"Dell XPS 15"" Laptop",computing,2022/8/17,Civil & Environmental Eng,Grainger Engineering
Dell Latitude E5570,computing,2022/8/17,Civil & Environmental Eng,Grainger Engineering
MICROSOFT SURFACE PRO,computing,2022/8/17,Civil & Environmental Eng,Grainger Engineering
Chair,furniture-seating,2022/8/17,Special Education,Education
Apple iMac 27,computing,2022/8/17,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Table 60x30,furniture-tables,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Table 60x30,furniture-tables,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2022/8/17,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Table 36x30,furniture-tables,2022/8/17,Theatre,Fine & Applied Arts
Rolling Table,furniture-tables,2022/8/17,Facility Scheduling Logistics,VC Admin and Operations
MacBook Pro A1706,computing,2022/8/17,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/17,Mechanical Sci & Engineering,Grainger Engineering
LENOVO THINKPAD T460S,computing,2022/8/17,Mechanical Sci & Engineering,Grainger Engineering
DELL OPTIPLEX 7450,computing,2022/8/17,Mechanical Sci & Engineering,Grainger Engineering
Microsoft Surface Pro 4,computing,2022/8/17,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E5570,computing,2022/8/17,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Apple Macbook Pro A1706,computing,2022/8/18,E. Asian Languages & Cultures,Liberal Arts & Sciences
Dell P2312Ht Monitor,electronics-av,2022/8/18,E. Asian Languages & Cultures,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/18,Chemistry,Liberal Arts & Sciences
Chair,furniture-seating,2022/8/18,Music,Fine & Applied Arts
Table 32x18,furniture-tables,2022/8/18,Music,Fine & Applied Arts
Rolling Chair,furniture-seating,2022/8/18,English,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/8/18,English,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/8/18,Art & Design,Fine & Applied Arts
Dell Latitude E7250,computing,2022/8/18,Molecular & Integrative Physl,Liberal Arts & Sciences
MONITOR,electronics-av,2022/8/18,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell Monitor,electronics-av,2022/8/18,Molecular & Integrative Physl,Liberal Arts & Sciences
Bookcase w/glass doors,furniture-storage,2022/8/18,Curriculum and Instruction,Education
2 drawer file cabinet,furniture-storage,2022/8/18,Educational Psychology,Education
Stacking Chair,furniture-seating,2022/8/18,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2022/8/18,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2022/8/18,Division of Public Safety,VC Admin and Operations
MacBook Pro A1398,computing,2022/8/18,Philosophy,Liberal Arts & Sciences
MacBook Pro A1706,computing,2022/8/18,Philosophy,Liberal Arts & Sciences
Dell Optiplex 9020,computing,2022/8/18,Crop Sciences,"Agr, Consumer & Env Sciences"
APPLE 13 INCH MACBOOK PRO,computing,2022/8/18,Crop Sciences,"Agr, Consumer & Env Sciences"
Apple iMac 27,computing,2022/8/18,Crop Sciences,"Agr, Consumer & Env Sciences"
4 Drawer Lateral Cabinet,furniture-storage,2022/8/18,Inclusion & Intercultural Rels,VC Student Affairs
DELL OPTIPLEX 7450 ALL-IN-ONE,computing,2022/8/18,Mechanical Sci & Engineering,Grainger Engineering
Lenovo IdeaPad Yoga 13,computing,2022/8/18,Materials Science & Engineerng,Grainger Engineering
Dell Optiplex 9020,computing,2022/8/19,Beckman Institute,OVCRI Institutes
Apple iMac 27,computing,2022/8/19,Media and Cinema Studies,College of Media
ViewSonic Monitor,electronics-av,2022/8/22,Krannert Center,Fine & Applied Arts
4 Drawer File Cabinet,furniture-storage,2022/8/22,E. Asian Languages & Cultures,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2022/8/22,E. Asian Languages & Cultures,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2022/8/22,E. Asian Languages & Cultures,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2022/8/22,E. Asian Languages & Cultures,Liberal Arts & Sciences
Apple 27 iMac,computing,2022/8/22,Landscape Architecture,Fine & Applied Arts
Chair,furniture-seating,2022/8/22,Earth Sci & Environmental Chng,Liberal Arts & Sciences
Wood Chair,furniture-seating,2022/8/22,Earth Sci & Environmental Chng,Liberal Arts & Sciences
Lenovo Think Centre,computing,2022/8/22,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/8/22,Food Science & Human Nutrition,"Agr, Consumer & Env Sciences"
MONITOR,electronics-av,2022/8/22,Veterinary Diagnostic Lab,Veterinary Medicine
Dell Monitor,electronics-av,2022/8/22,Veterinary Diagnostic Lab,Veterinary Medicine
Chair,furniture-seating,2022/8/22,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2022/8/22,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell OptiPlex 7440,computing,2022/8/22,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Dell OptiPlex 7440,computing,2022/8/22,Human Dvlpmt & Family Studies,"Agr, Consumer & Env Sciences"
Apple iMac 27,computing,2022/8/22,Crop Sciences,"Agr, Consumer & Env Sciences"
MacBook Air,computing,2022/8/22,Biomed & Translational Sci,Carle Illinois Medicine
Chair,furniture-seating,2022/8/24,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Table 32x18,furniture-tables,2022/8/24,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
4 Drawer Lateral Cabinet,furniture-storage,2022/8/24,Music,Fine & Applied Arts
Rolling Chair,furniture-seating,2022/8/24,Music,Fine & Applied Arts
Dell Monitor P1917S,electronics-av,2022/8/24,IPM Delivery,College of Media
HP Laserjet  P3015,computing,2022/8/24,IPM Delivery,College of Media
Dell Monitor,electronics-av,2022/8/24,Krannert Art Museum,Fine & Applied Arts
Dell Monitor,electronics-av,2022/8/24,Krannert Art Museum,Fine & Applied Arts
coffee table,furniture-tables,2022/8/24,Applied Health Sciences Admin,Applied Health Sciences
Table 4'x2',furniture-tables,2022/8/24,Applied Health Sciences Admin,Applied Health Sciences
Rolling File Cabinet,furniture-storage,2022/8/24,Applied Health Sciences Admin,Applied Health Sciences
DELL LATITUDE E5450 ,computing,2022/8/24,Mechanical Sci & Engineering,Grainger Engineering
Desk 60x30,furniture-tables,2022/8/24,Intensive English Institute,Illinois International
Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Rolling Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Rolling Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Rolling Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Rolling Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Rolling Chair,furniture-seating,2022/8/25,Pathobiology,Veterinary Medicine
Dell E2414Ht Monitor,electronics-av,2022/8/25,Bioengineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/25,Bioengineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/25,Bioengineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/25,Bioengineering,Grainger Engineering
Dell Optiplex 7040,computing,2022/8/25,Bioengineering,Grainger Engineering
Lenovo Think Centre,computing,2022/8/25,Bioengineering,Grainger Engineering
Dell Monitor,electronics-av,2022/8/25,Bioengineering,Grainger Engineering
Dell OptiPlex 7440,computing,2022/8/25,Bioengineering,Grainger Engineering
OptiPlex 9020,computing,2022/8/25,Entomology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2022/8/25,Entomology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2022/8/25,Entomology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2022/8/25,Entomology,Liberal Arts & Sciences
Dell Latitude E5570,computing,2022/8/25,Cooperative Extension,"Agr, Consumer & Env Sciences"
APPLE 13 INCH MACBOOK PRO,computing,2022/8/25,Cell & Developmental Biology,Liberal Arts & Sciences
Microsoft Surface Pro 4,computing,2022/8/25,Cell & Developmental Biology,Liberal Arts & Sciences
MICROSOFT SURFACE PRO,computing,2022/8/25,Aerospace Engineering,Grainger Engineering
Apple Macbook Pro A1706,computing,2022/8/25,Philosophy,Liberal Arts & Sciences
Apple Macbook Pro A1706,computing,2022/8/25,Philosophy,Liberal Arts & Sciences
Apple iMac 27,computing,2022/8/25,Philosophy,Liberal Arts & Sciences
End Table,furniture-tables,2022/8/25,Urban & Regional Planning,Fine & Applied Arts
Dell Monitor,electronics-av,2022/8/25,Architecture,Fine & Applied Arts
LUMEN DYNAMICS X-CITE 120q FLOURESCENCE LIGHT SOURCE,decor-lighting,2022/8/25,Mechanical Sci & Engineering,Grainger Engineering
APPLE 13 MACBOOK PRO,computing,2022/8/26,Architecture,Fine & Applied Arts
Apple iPad A1474,computing,2022/8/26,Architecture,Fine & Applied Arts
MICROSOFT SURFACE PRO 4 TABLET,computing,2022/8/26,Mechanical Sci & Engineering,Grainger Engineering
Desk 60x30,furniture-tables,2022/8/26,Disability Res & Educ Svcs,Applied Health Sciences
Dell Latitude E5470,computing,2022/8/29,Physics,Grainger Engineering
Samsung S24E450D Monitor,electronics-av,2022/8/29,Plant Biology,Liberal Arts & Sciences
Dell Latitude E7470,computing,2022/8/29,Plant Biology,Liberal Arts & Sciences
Dell Latitude E7470,computing,2022/8/29,Plant Biology,Liberal Arts & Sciences
Table 63x30,furniture-tables,2022/8/29,Counseling Center,VC Student Affairs
2 drawer rolling file cabinet,furniture-storage,2022/8/29,Counseling Center,VC Student Affairs
Rolling Chair,furniture-seating,2022/8/29,Facilities and Services,Facilities
Rolling Chair,furniture-seating,2022/8/29,Facilities and Services,Facilities
Dell Optiplex 9020,computing,2022/8/29,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Dell OptiPlex 3011,computing,2022/8/29,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Table 30x24,furniture-tables,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Table 36x30,furniture-tables,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Table 36x30,furniture-tables,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Table 36x30,furniture-tables,2022/8/29,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7010,computing,2022/8/29,Materials Science & Engineerng,Grainger Engineering
Dell Monitor,electronics-av,2022/8/30,Physics,Grainger Engineering
Dell P2312Ht Monitor,electronics-av,2022/8/30,Physics,Grainger Engineering
Dell Latitude 5580,computing,2022/8/30,Chemistry,Liberal Arts & Sciences
Dell Latitude E6440,computing,2022/8/30,Informatics,School of Information Sciences
Dell Optiplex 7450,computing,2022/8/30,Informatics,School of Information Sciences
Dell Latitude E5470,computing,2022/8/30,Informatics,School of Information Sciences
Dell Latitude E7470,computing,2022/8/30,Informatics,School of Information Sciences
4 Drawer Lateral Cabinet,furniture-storage,2022/8/30,Music,Fine & Applied Arts
Dell Latitude 5580,computing,2022/8/30,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Latitude E7250,computing,2022/8/30,Aerospace Engineering,Grainger Engineering
rolling table,furniture-tables,2022/8/30,IL State Water Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2022/8/30,Architecture,Fine & Applied Arts
Stacking Chair,furniture-seating,2022/8/30,Bldg Maintenance Crafts/Trades,Facilities
